标题,标题链接,CatalogNo.,CasNo.,Name,ReaxyNo.,CNName,cards-box,cards-box-desc1
">phenyl 4-[(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)]phenyl ether",http://www.acemol.com/269410-26-6.html,Catalog No.:AMBA00061,Cas No.: 269410-26-6,">phenyl 4-[(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)]phenyl ether",Reaxy No.:3530497,CN Name:苯氧基苯-4-硼酸频哪醇酯,269410-26-6,CC1(C)OB(OC1(C)C)C1=CC=C(OC2=CC=CC=C2)C=C1
">Pyridine,2-bromo-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-",http://www.acemol.com/458532-82-6.html,Catalog No.:AMBA00062,Cas No.: 458532-82-6,">Pyridine,2-bromo-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-",Reaxy No.:14213044,CN Name:2-溴吡啶-4-硼酸频哪酯,458532-82-6,CC1(C)OB(OC1(C)C)C1=CC=NC(Br)=C1
>4-bromobiphenyl-4'-boronic acid,http://www.acemol.com/480996-05-2.html,Catalog No.:AMBA00063,Cas No.: 480996-05-2,>4-bromobiphenyl-4'-boronic acid,Reaxy No.:,CN Name:4'-溴-4-联苯硼酸,480996-05-2,OB(O)C1=CC=C(C=C1)C1=CC=C(Br)C=C1
>para-bromophenylboronic acid,http://www.acemol.com/5467-74-3.html,Catalog No.:AMBA00064,Cas No.: 5467-74-3,>para-bromophenylboronic acid,Reaxy No.:8690586,CN Name:4-溴苯硼酸,5467-74-3,OB(O)C1=CC=C(Br)C=C1
>[1-(tert-butoxycarbonyl)-1H-pyrazol-4-yl]boronic acid pinacol ester,http://www.acemol.com/552846-17-0.html,Catalog No.:AMBA00065,Cas No.: 552846-17-0,>[1-(tert-butoxycarbonyl)-1H-pyrazol-4-yl]boronic acid pinacol ester,Reaxy No.:2936347,CN Name:1-Boc-吡唑-4-硼酸频哪醇酯,552846-17-0,CC(C)(C)OC(=O)N1C=C(C=N1)B1OC(C)(C)C(C)(C)O1
>2-nitrobenzeneboronic acid,http://www.acemol.com/5570-19-4.html,Catalog No.:AMBA00066,Cas No.: 5570-19-4,>2-nitrobenzeneboronic acid,Reaxy No.:11962435,CN Name:2-硝基苯基硼酸,5570-19-4,OB(O)C1=CC=CC=C1N(=O)=O
">4-[(N,N-dimethylamino)methyl]phenyl boronic acid",http://www.acemol.com/70799-12-1.html,Catalog No.:AMBA00067,Cas No.: 70799-12-1,">4-[(N,N-dimethylamino)methyl]phenyl boronic acid",Reaxy No.:3032097,"CN Name:{4-[(N,N'-二甲基)亚甲基]}苯硼酸",70799-12-1,CN(C)CC1=CC=C(C=C1)B(O)O
">3-fluoro-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyridine",http://www.acemol.com/719268-92-5.html,Catalog No.:AMBA00068,Cas No.: 719268-92-5,">3-fluoro-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyridine",Reaxy No.:15466417,CN Name:5-氟吡啶-3-硼酸嚬哪醇酯,719268-92-5,CC1(C)OB(OC1(C)C)C1=CN=CC(F)=C1
>(1-methyl-1H-pyrazol-5-yl)boronic acid,http://www.acemol.com/720702-41-0.html,Catalog No.:AMBA00069,Cas No.: 720702-41-0,>(1-methyl-1H-pyrazol-5-yl)boronic acid,Reaxy No.:14257934,CN Name:(1-甲基-1H-吡唑-5-基)硼酸,720702-41-0,CN1N=CC=C1B(O)O
">1-methyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole",http://www.acemol.com/761446-44-0.html,Catalog No.:AMBA00070,Cas No.: 761446-44-0,">1-methyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole",Reaxy No.:9900052,"CN Name:1-甲基-4-(4,4,5,5-四甲基-1,3,2-二氧杂戊硼烷-2-基)-1H-吡唑",761446-44-0,CN1C=C(C=N1)B1OC(C)(C)C(C)(C)O1
>(2-methoxypyridin-4-yl)boronic acid,http://www.acemol.com/762262-09-9.html,Catalog No.:AMBA00071,Cas No.: 762262-09-9,>(2-methoxypyridin-4-yl)boronic acid,Reaxy No.:9903888,CN Name:2-甲氧基吡啶-4-硼酸,762262-09-9,COC1=CC(=CC=N1)B(O)O
>3-((dimethylamino)methyl)phenylboronic acid,http://www.acemol.com/819849-22-4.html,Catalog No.:AMBA00072,Cas No.: 819849-22-4,>3-((dimethylamino)methyl)phenylboronic acid,Reaxy No.:11931602,CN Name:3-((二甲基氨基)甲基)苯基硼酸,819849-22-4,CN(C)CC1=CC=CC(=C1)B(O)O
">1-propyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H--pyrazole",http://www.acemol.com/827614-69-7.html,Catalog No.:AMBA00073,Cas No.: 827614-69-7,">1-propyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H--pyrazole",Reaxy No.:19330710,CN Name:1-丙基-1H-吡唑-4-硼酸频哪醇酯,827614-69-7,CCCN1C=C(C=N1)B1OC(C)(C)C(C)(C)O1
>1-methylpyrazole-4-boronic acid pinacol ester,http://www.acemol.com/847818-55-7.html,Catalog No.:AMBA00074,Cas No.: 847818-55-7,>1-methylpyrazole-4-boronic acid pinacol ester,Reaxy No.:9910121,CN Name:1-甲基-1H-吡唑-4-硼酸,847818-55-7,CN1C=C(C=N1)B(O)O
>1-propyl-1H-pyrazol-4-ylboronic acid,http://www.acemol.com/847818-57-9.html,Catalog No.:AMBA00075,Cas No.: 847818-57-9,>1-propyl-1H-pyrazol-4-ylboronic acid,Reaxy No.:9616935,CN Name:1-正丙基-1H-吡唑-4-硼酸,847818-57-9,CCCN1C=C(C=N1)B(O)O
">1-(2-methoxyethyl )-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole",http://www.acemol.com/847818-71-7.html,Catalog No.:AMBA00076,Cas No.: 847818-71-7,">1-(2-methoxyethyl )-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole",Reaxy No.:9901350,"CN Name:1-(2-甲氧基乙基)-4-(4,4,5,5-四甲基-1,3,2-二氧硼杂环戊烷-2-基)-1H-吡唑",847818-71-7,COCCN1C=C(C=N1)B1OC(C)(C)C(C)(C)O1
">1-methyl-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyrazole",http://www.acemol.com/847818-74-0.html,Catalog No.:AMBA00077,Cas No.: 847818-74-0,">1-methyl-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyrazole",Reaxy No.:9910375,CN Name:1-甲基-1H-吡唑-5-硼酸频哪醇酯,847818-74-0,CN1N=CC=C1B1OC(C)(C)C(C)(C)O1
">4-(3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)morpholine",http://www.acemol.com/852227-95-3.html,Catalog No.:AMBA00078,Cas No.: 852227-95-3,">4-(3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)morpholine",Reaxy No.:9903728,CN Name:3-码啉苯硼酸四甲基二酯,852227-95-3,CC1(C)OB(OC1(C)C)C1=CC(=CC=C1)N1CCOCC1
>3-morpholinophenylboronic acid,http://www.acemol.com/863377-22-4.html,Catalog No.:AMBA00079,Cas No.: 863377-22-4,>3-morpholinophenylboronic acid,Reaxy No.:15556925,CN Name:[3-(4-吗啉基)苯基]硼酸,863377-22-4,OB(O)C1=CC(=CC=C1)N1CCOCC1
">4,4,5,5-tetramethyl-2-[3-(phenyloxy)phenyl]-1,3,2-dioxaborolane",http://www.acemol.com/864772-18-9.html,Catalog No.:AMBA00080,Cas No.: 864772-18-9,">4,4,5,5-tetramethyl-2-[3-(phenyloxy)phenyl]-1,3,2-dioxaborolane",Reaxy No.:15877519,CN Name:苯氧基苯-3-硼酸频哪醇酯,864772-18-9,CC1(C)OB(OC1(C)C)C1=CC=CC(OC2=CC=CC=C2)=C1
>4-Formyl-phenylboronic acid,http://www.acemol.com/87199-17-5.html,Catalog No.:AMBA00081,Cas No.: 87199-17-5,>4-Formyl-phenylboronic acid,Reaxy No.:14461751,CN Name:4-甲酰基苯硼酸,87199-17-5,OB(O)C1=CC=C(C=O)C=C1
>[4-fluoro-2-methoxy-5-(propan-2-yl)phenyl]boronic acid,http://www.acemol.com/875446-29-0.html,Catalog No.:AMBA00082,Cas No.: 875446-29-0,>[4-fluoro-2-methoxy-5-(propan-2-yl)phenyl]boronic acid,Reaxy No.:3030770,CN Name:[4-氟-2-甲氧基-5-(丙-2-基)苯基]硼酸,875446-29-0,COC1=C(C=C(C(C)C)C(F)=C1)B(O)O
>indazole-6-boronic acid,http://www.acemol.com/885068-10-0.html,Catalog No.:AMBA00083,Cas No.: 885068-10-0,>indazole-6-boronic acid,Reaxy No.:14512172,CN Name:吲唑-6-硼酸,885068-10-0,OB(O)C1=CC=C2C=NNC2=C1
>(3-bromobenzene)boronic acid,http://www.acemol.com/89598-96-9.html,Catalog No.:AMBA00084,Cas No.: 89598-96-9,>(3-bromobenzene)boronic acid,Reaxy No.:14550837,CN Name:3-溴苯硼酸,89598-96-9,OB(O)C1=CC(Br)=CC=C1
">2-[4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]pyridine",http://www.acemol.com/908350-80-1.html,Catalog No.:AMBA00085,Cas No.: 908350-80-1,">2-[4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]pyridine",Reaxy No.:3127104,CN Name:4-(2-吡啶基)苯硼酸频哪醇酯,908350-80-1,CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=NC=CC=C1
">3-(4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)pyridine",http://www.acemol.com/929203-04-3.html,Catalog No.:AMBA00086,Cas No.: 929203-04-3,">3-(4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)pyridine",Reaxy No.:15025237,CN Name:4-(3-吡啶基)苯硼酸频哪醇酯,929203-04-3,CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=CC=CN=C1
">3,7-bromo-9,9-di-n-hexylfluoren-2-ylboronic acid",http://www.acemol.com/934762-26-2.html,Catalog No.:AMBA00087,Cas No.: 934762-26-2,">3,7-bromo-9,9-di-n-hexylfluoren-2-ylboronic acid",Reaxy No.:18873103,"CN Name:7-溴-9,9-二己基芴-2-硼酸",934762-26-2,CCCCCCC1(CCCCCC)C2=CC(Br)=CC=C2C2=C1C=C(C=C2)B(O)O
">[1-(tert-butoxycarbonyl)-3,5-dimethyl-1H-pyrazol-4-yl]boronic acid",http://www.acemol.com/947533-31-5.html,Catalog No.:AMBA00088,Cas No.: 947533-31-5,">[1-(tert-butoxycarbonyl)-3,5-dimethyl-1H-pyrazol-4-yl]boronic acid",Reaxy No.:19891189,CN Name:N-BOC-吡唑-4-硼酸,947533-31-5,CC1=NN(C(=O)OC(C)(C)C)C(C)=C1B(O)O
">Pyridine,2-methoxy-6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-",http://www.acemol.com/1034297-69-2.html,Catalog No.:AMBA00089,Cas No.: 1034297-69-2,">Pyridine,2-methoxy-6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-",Reaxy No.:1702959,CN Name:6-甲氧基吡啶-2-硼酸频哪醇酯,1034297-69-2,COC1=NC(=CC=C1)B1OC(C)(C)C(C)(C)O1
">Benzeneacetonitrile,-dimethyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-",http://www.acemol.com/1082066-30-5.html,Catalog No.:AMBA00090,Cas No.: 1082066-30-5,">Benzeneacetonitrile,-dimethyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-",Reaxy No.:18396855,"CN Name:2-甲基-2-[4-(4,4,5,5-四甲基-[1,3,2]二噁硼烷-2-基)-苯基]-丙腈",1082066-30-5,CC(C)(C#N)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1
">2-Thiophenecarboxylicacid,3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-,methylester",http://www.acemol.com/1227664-10-9.html,Catalog No.:AMBA00091,Cas No.: 1227664-10-9,">2-Thiophenecarboxylicacid,3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-,methylester",Reaxy No.:18672029,CN Name:2-甲氧基甲酰基噻吩-3-硼酸频哪醇酯,1227664-10-9,COC(=O)C1=C(C=CS1)B1OC(C)(C)C(C)(C)O1
>[4-(trifluoromethoxy)-phenyl]boronic acid,http://www.acemol.com/139301-27-2.html,Catalog No.:AMBA00092,Cas No.: 139301-27-2,>[4-(trifluoromethoxy)-phenyl]boronic acid,Reaxy No.:20544597,CN Name:4-三氟甲氧基苯硼酸,139301-27-2,OB(O)C1=CC=C(OC(F)(F)F)C=C1
>4-Chloronaphthalene-1-boronic acid,http://www.acemol.com/147102-97-4.html,Catalog No.:AMBA00095,Cas No.: 147102-97-4,>4-Chloronaphthalene-1-boronic acid,Reaxy No.:,CN Name:4-氯-1-萘硼酸,147102-97-4,OB(O)C1=C2C=CC=CC2=C(Cl)C=C1
>Triphenylen-2-ylboronic acid,http://www.acemol.com/654664-63-8.html,Catalog No.:AMBA00096,Cas No.: 654664-63-8,>Triphenylen-2-ylboronic acid,Reaxy No.:15558404,CN Name:三亚苯基-2-硼酸,654664-63-8,OB(O)C1=CC=C2C3=CC=CC=C3C3=CC=CC=C3C2=C1
>4-Bromonaphthalene-1-boronic acid,http://www.acemol.com/145965-14-6.html,Catalog No.:AMBA00097,Cas No.: 145965-14-6,>4-Bromonaphthalene-1-boronic acid,Reaxy No.:,CN Name:4-溴-1-萘硼酸,145965-14-6,OB(O)C1=C2C=CC=CC2=C(Br)C=C1
>2-Hydroxybenzeneboronic acid,http://www.acemol.com/89466-08-0.html,Catalog No.:AMBA00098,Cas No.: 89466-08-0,>2-Hydroxybenzeneboronic acid,Reaxy No.:,CN Name:2-羟基苯硼酸,89466-08-0,OB(O)C1=C(O)C=CC=C1
>Dibenzothiophene-2-boronic Acid,http://www.acemol.com/668983-97-9.html,Catalog No.:AMBA00099,Cas No.: 668983-97-9,>Dibenzothiophene-2-boronic Acid,Reaxy No.:,CN Name:二苯并噻吩-2-硼酸,668983-97-9,OB(O)C1=CC=C2SC3=C(C=CC=C3)C2=C1
>2-Methylthiophenylboronic acid,http://www.acemol.com/168618-42-6.html,Catalog No.:AMBA00100,Cas No.: 168618-42-6,>2-Methylthiophenylboronic acid,Reaxy No.:19259,CN Name:2-甲硫基苯硼酸,168618-42-6,CSC1=C(C=CC=C1)B(O)O
>1-(bromomethyl)-2-methoxybenzene,http://www.acemol.com/52289-93-7.html,Catalog No.:AMBZ0001,Cas No.: 52289-93-7,>1-(bromomethyl)-2-methoxybenzene,Reaxy No.:2554499,CN Name:2-甲氧基溴苄,52289-93-7,COC1=CC=CC=C1CBr
">2,6-Dichloro-3-fluorobenzaldehyde",http://www.acemol.com/178813-77-9.html,Catalog No.:AMBZ0002,Cas No.: 178813-77-9,">2,6-Dichloro-3-fluorobenzaldehyde",Reaxy No.:,"CN Name:2,6-二氯-3-氟苯甲醛",178813-77-9,FC1=C(Cl)C(C=O)=C(Cl)C=C1
>Phenacyl fluoride,http://www.acemol.com/450-95-3.html,Catalog No.:AMBZ0003,Cas No.: 450-95-3,>Phenacyl fluoride,Reaxy No.:1858991,CN Name:2-氟苯乙酮,450-95-3,FCC(=O)C1=CC=CC=C1
>D-Tyrosine methyl ester hydrochloride,http://www.acemol.com/3728-20-9.html,Catalog No.:AMBZ0004,Cas No.: 3728-20-9,>D-Tyrosine methyl ester hydrochloride,Reaxy No.:4724998,CN Name:D-酪氨酸甲酯盐酸盐,3728-20-9,Cl[H].COC(=O)[C@H](N)CC1=CC=C(O)C=C1
>(4-methoxyphenyl)methanesulfonyl chloride,http://www.acemol.com/110661-59-1.html,Catalog No.:AMBZ0005,Cas No.: 110661-59-1,>(4-methoxyphenyl)methanesulfonyl chloride,Reaxy No.:4412216,CN Name:4-甲氧基苯乙磺酰氯,110661-59-1,COC1=CC=C(CS(Cl)(=O)=O)C=C1
">1-(4-bromo-2,6-difluorophenyl)ethan-1-ol",http://www.acemol.com/1214900-62-5.html,Catalog No.:AMBZ0006,Cas No.: 1214900-62-5,">1-(4-bromo-2,6-difluorophenyl)ethan-1-ol",Reaxy No.:,"CN Name:1-(4-溴-2,6-二氟苯基)乙-1-醇",1214900-62-5,CC(O)C1=C(F)C=C(Br)C=C1F
">2,6-di(dodecyloxy)benzaldehyde",http://www.acemol.com/1198467-57-0.html,Catalog No.:AMBZ0007,Cas No.: 1198467-57-0,">2,6-di(dodecyloxy)benzaldehyde",Reaxy No.:20848961,"CN Name:2,6-双(十二烷氧基)苯甲醛",1198467-57-0,CCCCCCCCCCCCOC1=CC=CC(OCCCCCCCCCCCC)=C1C=O
">L-3,4-dihydroxyphenylalanine",http://www.acemol.com/28900-64-3.html,Catalog No.:AMBZ0008,Cas No.: 28900-64-3,">L-3,4-dihydroxyphenylalanine",Reaxy No.:2213832,"CN Name:L-3,4-二羟基苯丙氨酸",28900-64-3,[H][C@](N)(CC1=CC=CC(O)=C1O)C(O)=O
>1-(5-Bromo-2-fluoro-phenyl)-ethanone,http://www.acemol.com/198477-89-3.html,Catalog No.:AMBZ0009,Cas No.: 198477-89-3,>1-(5-Bromo-2-fluoro-phenyl)-ethanone,Reaxy No.:10530493,CN Name:1-(5-溴-2-氟苯基)乙酮,198477-89-3,CC(=O)C1=CC(Br)=CC=C1F
>2-amino-5-bromo-benzenethiol,http://www.acemol.com/23451-95-8.html,Catalog No.:AMBZ0010,Cas No.: 23451-95-8,>2-amino-5-bromo-benzenethiol,Reaxy No.:971236,CN Name:2-氨基-5-溴苯硫醇,23451-95-8,NC1=C(S)C=C(Br)C=C1
>4-bromobenzocyclobutane,http://www.acemol.com/1073-39-8.html,Catalog No.:AMBZ0011,Cas No.: 1073-39-8,>4-bromobenzocyclobutane,Reaxy No.:2499422,CN Name:4-溴苯并环丁烯,1073-39-8,BrC1=CC2=C(CC2)C=C1
">4-bromo-2,6-difluoro-benzonitrile",http://www.acemol.com/123843-67-4.html,Catalog No.:AMBZ0012,Cas No.: 123843-67-4,">4-bromo-2,6-difluoro-benzonitrile",Reaxy No.:6967830,"CN Name:4-溴-2,6-二氟苯腈",123843-67-4,FC1=CC(Br)=CC(F)=C1C#N
>1-bromo-4-n-dodecylbenzene,http://www.acemol.com/126930-72-1.html,Catalog No.:AMBZ0013,Cas No.: 126930-72-1,>1-bromo-4-n-dodecylbenzene,Reaxy No.:2106421,CN Name:1-溴-4-正十二烷基苯,126930-72-1,CCCCCCCCCCCCC1=CC=C(Br)C=C1
>1-bromo-3-methoxy-5-nitrobenzene,http://www.acemol.com/16618-67-0.html,Catalog No.:AMBZ0014,Cas No.: 16618-67-0,>1-bromo-3-methoxy-5-nitrobenzene,Reaxy No.:1947332,CN Name:3-溴-5-硝基苯甲醚,16618-67-0,COC1=CC(=CC(Br)=C1)N(=O)=O
">3-(3',5'-di-tert-butyl-4'-hydroxyphenyl)propionic acid",http://www.acemol.com/20170-32-5.html,Catalog No.:AMBZ0015,Cas No.: 20170-32-5,">3-(3',5'-di-tert-butyl-4'-hydroxyphenyl)propionic acid",Reaxy No.:2218674,"CN Name:3-(3,5-二叔丁基-4-羟基苯基)丙酸",20170-32-5,CC(C)(C)C1=CC(CCC(O)=O)=CC(=C1O)C(C)(C)C
>5-bromo-2-nitrobenzaldehyde,http://www.acemol.com/20357-20-4.html,Catalog No.:AMBZ0016,Cas No.: 20357-20-4,>5-bromo-2-nitrobenzaldehyde,Reaxy No.:2443255,CN Name:5-溴-2-硝基苯甲醛,20357-20-4,BrC1=CC=C(C(C=O)=C1)N(=O)=O
>3-Chloro-2-fluoroanisole,http://www.acemol.com/261762-56-5.html,Catalog No.:AMBZ0017,Cas No.: 261762-56-5,>3-Chloro-2-fluoroanisole,Reaxy No.:15604569,CN Name:3-氯-2-氟苯甲醚,261762-56-5,COC1=CC=CC(Cl)=C1F
>4-fluoro-2-methyl-benzoic acid,http://www.acemol.com/321-21-1.html,Catalog No.:AMBZ0018,Cas No.: 321-21-1,>4-fluoro-2-methyl-benzoic acid,Reaxy No.:2574819,CN Name:4-氟-2-甲基苯甲酸,321-21-1,CC1=CC(F)=CC=C1C(O)=O
>alpha-(phenylmethyl)benzenepropanoic acid,http://www.acemol.com/618-68-8.html,Catalog No.:AMBZ0019,Cas No.: 618-68-8,>alpha-(phenylmethyl)benzenepropanoic acid,Reaxy No.:1966230,CN Name:2-苄基-3-苯基丙酸,618-68-8,OC(=O)C(CC1=CC=CC=C1)CC1=CC=CC=C1
>p-cyclopropylbenzyl alcohol,http://www.acemol.com/454678-87-6.html,Catalog No.:AMBZ0020,Cas No.: 454678-87-6,>p-cyclopropylbenzyl alcohol,Reaxy No.:13904783,CN Name:4-环丙基苯甲醇,454678-87-6,OCC1=CC=C(C=C1)C1CC1
">Benzenemethanol, 3-cyclopropyl-",http://www.acemol.com/893738-74-4.html,Catalog No.:AMBZ0021,Cas No.: 893738-74-4,">Benzenemethanol, 3-cyclopropyl-",Reaxy No.:,CN Name:3-环丙基苯甲醇,893738-74-4,OCC1=CC=CC(=C1)C1CC1
>2-amino-5-chloro-4-nitrobenzoic acid,http://www.acemol.com/34649-02-0.html,Catalog No.:AMBZ0022,Cas No.: 34649-02-0,>2-amino-5-chloro-4-nitrobenzoic acid,Reaxy No.:3311860,CN Name:2-氨基-4-硝基-5-氯苯甲酸,34649-02-0,NC1=C(C=C(Cl)C(=C1)N(=O)=O)C(O)=O
>2-fluoro-4-aminobenzoic acid,http://www.acemol.com/446-31-1.html,Catalog No.:AMBZ0023,Cas No.: 446-31-1,>2-fluoro-4-aminobenzoic acid,Reaxy No.:2803667,CN Name:4-氨基-2-氟苯甲酸,446-31-1,NC1=CC(F)=C(C=C1)C(O)=O
>3-fluoro-5-methylbenzoic acid,http://www.acemol.com/518070-19-4.html,Catalog No.:AMBZ0024,Cas No.: 518070-19-4,>3-fluoro-5-methylbenzoic acid,Reaxy No.:14302646,CN Name:3-氟-5-甲基苯甲酸,518070-19-4,CC1=CC(F)=CC(=C1)C(O)=O
">Benzonitrile, 4-bromo-2,6-dimethyl-",http://www.acemol.com/5757-66-4.html,Catalog No.:AMBZ0025,Cas No.: 5757-66-4,">Benzonitrile, 4-bromo-2,6-dimethyl-",Reaxy No.:1943183,"CN Name:4-溴-2,6-二甲基苯腈",5757-66-4,CC1=CC(Br)=CC(C)=C1C#N
>3-Hydroxy-4-methoxy-2-nitro-benzaldehyde,http://www.acemol.com/6284-92-0.html,Catalog No.:AMBZ0026,Cas No.: 6284-92-0,>3-Hydroxy-4-methoxy-2-nitro-benzaldehyde,Reaxy No.:1970858,CN Name:3-羟基-4-甲氧基-2-硝基苯甲醛,6284-92-0,COC1=C(O)C(=C(C=O)C=C1)N(=O)=O
">2,6-dichloro-4-methoxy-aniline",http://www.acemol.com/6480-66-6.html,Catalog No.:AMBZ0027,Cas No.: 6480-66-6,">2,6-dichloro-4-methoxy-aniline",Reaxy No.:2719897,"CN Name:2,6-二氯-4-甲氧基苯胺",6480-66-6,COC1=CC(Cl)=C(N)C(Cl)=C1
>2-chloro-6-methyl-aniline,http://www.acemol.com/87-63-8.html,Catalog No.:AMBZ0028,Cas No.: 87-63-8,>2-chloro-6-methyl-aniline,Reaxy No.:774624,CN Name:2-氯-6-甲基苯胺,87-63-8,CC1=C(N)C(Cl)=CC=C1
>para-chlorophenyl chloromethyl ketone,http://www.acemol.com/937-20-2.html,Catalog No.:AMBZ0029,Cas No.: 937-20-2,>para-chlorophenyl chloromethyl ketone,Reaxy No.:637861,"CN Name:2,4'-二氯苯乙酮",937-20-2,ClCC(=O)C1=CC=C(Cl)C=C1
">Propanamide, 2-[(5-fluoro-2,4-dinitrophenyl)amino]-, (2S)-",http://www.acemol.com/95713-52-3.html,Catalog No.:AMBZ0030,Cas No.: 95713-52-3,">Propanamide, 2-[(5-fluoro-2,4-dinitrophenyl)amino]-, (2S)-",Reaxy No.:6820069,"CN Name:N-(2,4-二硝基-5-氟苯基)-L-丙氨酰胺",95713-52-3,C[C@H](NC1=CC(F)=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(N)=O
">2,4,6-tri-tert-butylphenylamine",http://www.acemol.com/961-38-6.html,Catalog No.:AMBZ0031,Cas No.: 961-38-6,">2,4,6-tri-tert-butylphenylamine",Reaxy No.:2272612,CN Name:三丁苯胺,961-38-6,CC(C)(C)C1=CC(=C(N)C(=C1)C(C)(C)C)C(C)(C)C
>2-bromomethyl-aniline; hydrobromide,http://www.acemol.com/107563-00-8.html,Catalog No.:AMBZ0032,Cas No.: 107563-00-8,>2-bromomethyl-aniline; hydrobromide,Reaxy No.:3913440,CN Name:2-溴甲基苯胺氢溴酸盐,107563-00-8,Br[H].NC1=C(CBr)C=CC=C1
>N-(3-aminophenylmethyl)carbamic acid t-butyl ester,http://www.acemol.com/147291-66-5.html,Catalog No.:AMBZ0033,Cas No.: 147291-66-5,>N-(3-aminophenylmethyl)carbamic acid t-butyl ester,Reaxy No.:6648226,CN Name:3-氨基苄基氨基甲酸叔丁酯,147291-66-5,CC(C)(C)OC(=O)NCC1=CC=CC(N)=C1
">3,6-dimethyl-4-hydroxy-benzaldehyde",http://www.acemol.com/85231-15-8.html,Catalog No.:AMBZ0034,Cas No.: 85231-15-8,">3,6-dimethyl-4-hydroxy-benzaldehyde",Reaxy No.:1933170,"CN Name:2,5-二甲基-4-羟基苯甲醛",85231-15-8,CC1=CC(O)=C(C)C=C1C=O
">2,6-di-fluoro-4-aminophenol",http://www.acemol.com/126058-97-7.html,Catalog No.:AMBZ0035,Cas No.: 126058-97-7,">2,6-di-fluoro-4-aminophenol",Reaxy No.:7369066,"CN Name:4-氨基-2,6-二氟苯酚",126058-97-7,NC1=CC(F)=C(O)C(F)=C1
>3-Chloro-5-Methylbenzoic Acid,http://www.acemol.com/56961-33-2.html,Catalog No.:AMBZ0036,Cas No.: 56961-33-2,>3-Chloro-5-Methylbenzoic Acid,Reaxy No.:2574132,CN Name:3-氯-5-甲基苯甲酸,56961-33-2,CC1=CC(=CC(Cl)=C1)C(O)=O
>5-(4-fluorophenyl)pent-5-enoic acid,http://www.acemol.com/1258204-06-6.html,Catalog No.:AMBZ0037,Cas No.: 1258204-06-6,>5-(4-fluorophenyl)pent-5-enoic acid,Reaxy No.:20851886,CN Name:5-(4-氟苯基)戊-5-烯酸,1258204-06-6,OC(=O)CCCC(=C)C1=CC=C(F)C=C1
>O-(4-nitrobenzoyl) hydroxylamine,http://www.acemol.com/35657-36-4.html,Catalog No.:AMBZ0038,Cas No.: 35657-36-4,>O-(4-nitrobenzoyl) hydroxylamine,Reaxy No.:1966666,CN Name:对硝基苯甲酰基羟胺,35657-36-4,NOC(=O)C1=CC=C(C=C1)N(=O)=O
">2-amino-benzene-1,4-dicarboxylic acid,4-methyl ester",http://www.acemol.com/85743-02-8.html,Catalog No.:AMBZ0039,Cas No.: 85743-02-8,">2-amino-benzene-1,4-dicarboxylic acid,4-methyl ester",Reaxy No.:3285181,CN Name:2-氨基-4-甲氧基羰基苯甲酸,85743-02-8,COC(=O)C1=CC(N)=C(C=C1)C(O)=O
